Frequency (Hz)	Level (dB)
18524.610901	-97.063286
18525.283813	-96.671204
18525.956726	-96.956505
18526.629639	-97.036850
18527.302551	-96.653717
18527.975464	-96.955917
18528.648376	-97.016655
18529.321289	-96.880913
18529.994202	-96.952065
18530.667114	-97.370972
18531.340027	-97.247520
18532.012939	-97.366386
18532.685852	-97.319221
18533.358765	-97.220802
18534.031677	-97.208557
18534.704590	-97.248795
18535.377502	-97.389183
18536.050415	-97.458000
18536.723328	-97.740517
18537.396240	-97.488075
18538.069153	-97.647202
18538.742065	-97.896439
18539.414978	-97.743340
18540.087891	-97.351425
18540.760803	-97.366081
18541.433716	-97.384064
18542.106628	-97.518745
18542.779541	-97.876244
18543.452454	-97.813370
18544.125366	-97.927315
18544.798279	-98.070717
18545.471191	-97.674500
18546.144104	-97.276878
18546.817017	-97.243286
18547.489929	-97.418831
18548.162842	-97.424309
18548.835754	-97.947830
18549.508667	-97.708580
18550.181580	-97.458580
18550.854492	-97.787178
18551.527405	-97.375793
18552.200317	-97.253670
18552.873230	-97.309166
18553.546143	-97.600487
18554.219055	-97.368881
18554.891968	-97.927986
18555.564880	-97.688705
18556.237793	-97.410393
18556.910706	-97.861671
18557.583618	-97.588257
18558.256531	-97.396469
18558.929443	-97.508827
18559.602356	-97.653221
18560.275269	-97.071754
18560.948181	-97.883842
18561.621094	-97.451599
18562.294006	-96.976303
18562.966919	-97.548515
18563.639832	-97.420158
18564.312744	-97.021095
18564.985657	-97.157150
18565.658569	-97.365173
18566.331482	-96.720589
18567.004395	-97.194962
18567.677307	-97.168892
18568.350220	-96.774292
18569.023132	-97.123985
18569.696045	-97.105942
18570.368958	-97.060776
18571.041870	-96.907593
18571.714783	-97.070404
18572.387695	-96.505898
18573.060608	-96.711754
18573.733521	-96.756363
18574.406433	-96.509056
18575.079346	-96.834190
18575.752258	-97.162605
18576.425171	-97.201714
18577.098083	-97.149185
18577.770996	-97.156952
18578.443909	-96.620407
18579.116821	-96.953125
18579.789734	-97.300446
18580.462646	-96.999153
18581.135559	-96.655190
18581.808472	-96.786789
18582.481384	-96.981514
18583.154297	-97.060135
18583.827209	-97.041374
18584.500122	-96.844337
18585.173035	-96.689438
18585.845947	-96.947182
18586.518860	-97.031944
18587.191772	-96.956657
18587.864685	-97.021042
18588.537598	-97.157829
18589.210510	-97.019707
18589.883423	-97.074898
18590.556335	-97.130173
18591.229248	-97.260033
18591.902161	-97.472679
18592.575073	-97.364845
18593.247986	-97.057877
18593.920898	-96.895866
18594.593811	-96.880646
18595.266724	-96.997124
18595.939636	-97.115532
18596.612549	-97.409027
18597.285461	-97.476768
18597.958374	-97.137917
18598.631287	-97.246063
18599.304199	-97.170837
18599.977112	-96.704720
18600.650024	-96.811249
18601.322937	-97.095009
18601.995850	-97.055878
18602.668762	-97.378777
18603.341675	-97.377449
18604.014587	-97.195847
18604.687500	-96.934837
18605.360413	-96.712746
18606.033325	-96.604431
18606.706238	-96.826530
18607.379150	-97.094933
18608.052063	-96.972710
18608.724976	-97.114357
18609.397888	-97.135216
18610.070801	-97.227112
18610.743713	-97.238808
18611.416626	-96.850830
18612.089539	-96.472038
18612.762451	-96.739883
18613.435364	-97.029503
18614.108276	-97.192734
18614.781189	-97.110985
18615.454102	-97.096062
18616.127014	-96.834259
18616.799927	-96.842110
18617.472839	-96.767143
18618.145752	-96.293404
18618.818665	-96.887222
18619.491577	-97.240311
18620.164490	-97.182442
18620.837402	-97.358292
18621.510315	-97.362442
18622.183228	-97.031319
18622.856140	-96.848022
18623.529053	-96.684624
18624.201965	-96.298042
18624.874878	-96.713242
18625.547791	-97.001984
18626.220703	-97.220375
18626.893616	-97.040100
18627.566528	-96.946182
18628.239441	-96.838356
18628.912354	-96.883324
18629.585266	-96.629280
18630.258179	-96.342697
18630.931091	-96.537628
18631.604004	-96.492668
18632.276917	-96.869011
18632.949829	-97.037895
18633.622742	-97.176903
18634.295654	-96.996666
18634.968567	-97.119186
18635.641479	-96.592117
18636.314392	-96.303360
18636.987305	-96.472755
18637.660217	-96.609528
18638.333130	-97.035217
18639.006042	-97.363853
18639.678955	-97.442856
18640.351868	-97.268219
18641.024780	-97.270813
18641.697693	-96.781876
18642.370605	-96.769501
18643.043518	-96.978233
18643.716431	-96.996284
18644.389343	-97.096451
18645.062256	-97.095589
18645.735168	-97.372894
18646.408081	-97.441895
18647.080994	-97.262367
18647.753906	-96.886826
18648.426819	-96.645714
18649.099731	-96.675629
18649.772644	-96.375656
18650.445557	-96.740379
18651.118469	-96.753845
18651.791382	-97.014687
18652.464294	-97.056381
18653.137207	-96.766624
18653.810120	-96.435745
18654.483032	-96.324005
18655.155945	-96.291870
18655.828857	-96.445450
18656.501770	-96.737869
18657.174683	-96.738449
18657.847595	-96.719345
18658.520508	-96.530701
18659.193420	-96.289612
18659.866333	-96.405212
18660.539246	-96.138130
18661.212158	-96.086548
18661.885071	-96.085335
18662.557983	-96.112045
18663.230896	-96.543854
18663.903809	-96.748215
18664.576721	-96.369087
18665.249634	-96.201263
18665.922546	-96.101814
18666.595459	-96.450050
18667.268372	-96.571945
18667.941284	-96.574554
18668.614197	-96.602058
18669.287109	-96.708473
18669.960022	-96.714684
18670.632935	-96.695473
18671.305847	-96.587807
18671.978760	-96.230087
18672.651672	-96.608459
18673.324585	-96.705414
18673.997498	-96.661049
18674.670410	-96.686295
18675.343323	-97.099220
18676.016235	-96.963737
18676.689148	-97.014160
18677.362061	-97.020264
18678.034973	-96.469704
18678.707886	-96.850563
18679.380798	-97.291557
18680.053711	-96.883362
18680.726624	-96.903130
18681.399536	-97.156593
18682.072449	-96.802101
18682.745361	-96.811691
18683.418274	-97.622810
18684.091187	-96.807976
18684.764099	-96.736305
18685.437012	-97.315498
18686.109924	-97.006180
18686.782837	-96.627075
18687.455750	-97.523239
18688.128662	-96.795502
18688.801575	-96.504585
18689.474487	-97.317558
18690.147400	-96.909271
18690.820313	-96.562981
18691.493225	-97.441628
18692.166138	-96.854950
18692.839050	-96.026794
18693.511963	-97.192719
18694.184875	-96.860405
18694.857788	-96.383202
18695.530701	-97.229309
18696.203613	-96.988792
18696.876526	-96.397568
18697.549438	-97.442123
18698.222351	-97.114113
18698.895264	-96.222000
18699.568176	-97.209206
18700.241089	-97.027405
18700.914001	-96.269638
18701.586914	-97.091156
18702.259827	-96.924522
18702.932739	-96.482086
18703.605652	-97.256332
18704.278564	-97.057411
18704.951477	-96.324432
18705.624390	-96.842072
18706.297302	-97.000580
18706.970215	-96.090546
18707.643127	-96.662285
18708.316040	-96.679352
18708.988953	-96.520020
18709.661865	-97.151237
18710.334778	-96.842239
18711.007690	-96.489037
18711.680603	-96.689453
18712.353516	-96.872818
18713.026428	-96.031525
18713.699341	-96.365082
18714.372253	-96.530937
18715.045166	-96.011719
18715.718079	-96.415703
18716.390991	-96.420624
18717.063904	-96.274895
18717.736816	-96.257187
18718.409729	-96.632339
18719.082642	-95.824745
18719.755554	-96.053696
18720.428467	-96.327950
18721.101379	-95.828239
18721.774292	-96.116295
18722.447205	-96.208015
18723.120117	-95.973999
18723.793030	-96.110382
18724.465942	-96.507820
18725.138855	-95.838707
18725.811768	-95.802002
18726.484680	-96.376236
18727.157593	-96.243668
18727.830505	-96.165977
18728.503418	-96.462593
18729.176331	-96.100952
18729.849243	-96.124489
18730.522156	-96.579277
18731.195068	-96.615929
18731.867981	-96.254829
18732.540894	-96.772011
18733.213806	-96.620590
18733.886719	-96.474709
18734.559631	-96.849182
18735.232544	-96.912682
18735.905457	-96.469330
18736.578369	-96.839821
18737.251282	-97.123955
18737.924194	-96.615204
18738.597107	-96.945503
18739.270020	-97.051941
18739.942932	-96.548973
18740.615845	-96.817024
18741.288757	-97.065018
18741.961670	-96.590843
18742.634583	-96.838837
18743.307495	-97.242622
18743.980408	-97.064766
18744.653320	-97.214287
18745.326233	-97.568840
18745.999146	-97.157120
18746.672058	-97.041908
18747.344971	-96.946800
18748.017883	-96.484787
18748.690796	-96.674011
18749.363708	-97.064087
18750.036621	-97.330704
18750.709534	-97.308250
18751.382446	-97.393875
18752.055359	-97.502998
18752.728271	-97.156509
18753.401184	-97.074974
18754.074097	-96.797745
18754.747009	-96.286407
18755.419922	-96.457794
18756.092834	-96.793182
18756.765747	-96.788765
18757.438660	-96.832428
18758.111572	-96.888573
18758.784485	-96.451759
18759.457397	-96.497704
18760.130310	-96.637207
18760.803223	-96.420776
18761.476135	-96.348587
18762.149048	-96.578995
18762.821960	-96.253754
18763.494873	-96.171425
18764.167786	-96.489929
18764.840698	-96.086975
18765.513611	-95.916061
18766.186523	-96.142967
18766.859436	-96.098793
18767.532349	-96.100433
18768.205261	-96.079689
18768.878174	-96.010590
18769.551086	-95.803314
18770.223999	-96.089012
18770.896912	-95.810379
18771.569824	-95.348770
18772.242737	-95.557716
18772.915649	-95.821419
18773.588562	-95.777817
18774.261475	-95.728165
18774.934387	-95.568909
18775.607300	-95.644768
18776.280212	-95.727013
18776.953125	-95.574852
18777.626038	-95.361069
18778.298950	-95.114288
18778.971863	-95.258110
18779.644775	-95.624359
18780.317688	-95.585442
18780.990601	-95.524872
18781.663513	-95.676567
18782.336426	-95.711746
18783.009338	-95.418182
18783.682251	-95.531975
18784.355164	-95.372200
18785.028076	-95.166679
18785.700989	-95.561295
18786.373901	-95.667747
18787.046814	-95.393364
18787.719727	-95.777817
18788.392639	-95.917801
18789.065552	-95.372368
18789.738464	-95.787857
18790.411377	-95.434853
18791.084290	-95.182594
18791.757202	-95.567062
18792.430115	-95.866394
18793.103027	-95.415649
18793.775940	-95.735573
18794.448853	-95.637505
18795.121765	-95.220062
18795.794678	-95.427368
18796.467590	-95.438156
18797.140503	-95.122078
18797.813416	-95.443619
18798.486328	-95.519264
18799.159241	-95.274857
18799.832153	-95.409836
18800.505066	-95.307213
18801.177979	-95.030029
18801.850891	-95.081337
18802.523804	-94.890427
18803.196716	-94.859665
18803.869629	-95.011536
18804.542542	-94.964134
18805.215454	-94.782631
18805.888367	-94.596466
18806.561279	-94.761009
18807.234192	-94.693710
18807.907104	-94.632965
18808.580017	-94.448112
18809.252930	-94.518906
18809.925842	-94.532417
18810.598755	-94.670738
18811.271667	-94.494591
18811.944580	-94.384262
18812.617493	-94.313385
18813.290405	-94.538071
18813.963318	-94.432114
18814.636230	-93.992210
18815.309143	-94.140717
18815.982056	-94.157791
18816.654968	-94.104927
18817.327881	-94.385651
18818.000793	-94.261749
18818.673706	-94.006577
18819.346619	-94.424698
18820.019531	-94.095490
18820.692444	-93.734291
18821.365356	-94.294998
18822.038269	-94.435539
18822.711182	-94.303741
18823.384094	-94.497253
18824.057007	-94.154823
18824.729919	-93.778542
18825.402832	-94.067940
18826.075745	-93.930397
18826.748657	-93.718498
18827.421570	-94.097481
18828.094482	-94.311790
18828.767395	-94.455894
18829.440308	-94.425919
18830.113220	-94.416382
18830.786133	-94.350464
18831.459045	-94.305550
18832.131958	-94.265091
18832.804871	-94.230995
18833.477783	-94.336609
18834.150696	-94.661812
18834.823608	-94.973557
18835.496521	-94.863167
18836.169434	-94.843056
18836.842346	-95.099907
18837.515259	-94.602333
18838.188171	-94.492973
18838.861084	-94.742020
18839.533997	-94.828911
18840.206909	-94.949257
18840.879822	-95.425339
18841.552734	-95.299774
18842.225647	-94.917709
18842.898560	-95.631302
18843.571472	-95.210213
18844.244385	-94.798691
18844.917297	-95.164299
18845.590210	-95.257057
18846.263123	-95.080307
18846.936035	-95.630463
18847.608948	-95.601730
18848.281860	-95.098495
18848.954773	-95.615250
18849.627686	-95.510231
18850.300598	-95.140343
18850.973511	-95.390862
18851.646423	-95.647621
18852.319336	-95.259209
18852.992249	-95.473427
18853.665161	-95.646622
18854.338074	-95.278015
18855.010986	-95.713409
18855.683899	-95.695587
18856.356812	-95.143440
18857.029724	-95.265343
18857.702637	-95.576660
18858.375549	-95.463501
18859.048462	-95.614983
18859.721375	-95.383171
18860.394287	-95.122787
18861.067200	-95.353027
18861.740112	-95.118843
18862.413025	-95.166191
18863.085938	-95.273926
18863.758850	-95.264801
18864.431763	-95.317535
18865.104675	-95.392555
18865.777588	-95.251945
18866.450500	-95.260574
18867.123413	-95.455444
18867.796326	-94.946388
18868.469238	-95.119087
18869.142151	-95.380852
18869.815063	-95.433929
18870.487976	-95.587639
18871.160889	-95.506439
18871.833801	-95.270615
18872.506714	-95.236679
18873.179626	-95.476967
18873.852539	-95.208328
18874.525452	-95.126770
18875.198364	-95.783424
18875.871277	-95.829178
18876.544189	-95.884773
18877.217102	-95.668938
18877.890015	-95.423874
18878.562927	-95.404724
18879.235840	-95.791824
18879.908752	-95.613312
18880.581665	-95.407394
18881.254578	-95.790649
18881.927490	-95.669800
18882.600403	-95.886604
18883.273315	-95.758049
18883.946228	-95.643753
18884.619141	-96.213402
18885.292053	-96.128609
18885.964966	-95.809807
18886.637878	-95.836349
18887.310791	-95.962173
18887.983704	-95.977951
18888.656616	-96.078812
18889.329529	-95.874161
18890.002441	-95.823776
18890.675354	-96.430161
18891.348267	-96.302635
18892.021179	-95.938705
18892.694092	-95.990723
18893.367004	-96.133018
18894.039917	-95.784225
18894.712830	-95.840652
18895.385742	-95.872940
18896.058655	-95.822220
18896.731567	-96.559853
18897.404480	-96.545555
18898.077393	-95.938568
18898.750305	-95.846252
18899.423218	-96.022575
18900.096130	-96.002121
18900.769043	-96.250832
18901.441956	-96.149986
18902.114868	-96.069321
18902.787781	-96.457565
18903.460693	-96.579704
18904.133606	-96.202271
18904.806519	-96.087524
18905.479431	-96.284660
18906.152344	-96.320961
18906.825256	-96.490669
18907.498169	-96.577446
18908.171082	-96.523689
18908.843994	-96.667419
18909.516907	-96.902191
18910.189819	-96.724174
18910.862732	-96.532509
18911.535645	-96.692940
18912.208557	-96.762627
18912.881470	-96.842384
18913.554382	-96.933014
18914.227295	-96.579544
18914.900208	-96.672874
18915.573120	-96.834480
18916.246033	-96.980408
18916.918945	-96.707970
18917.591858	-96.451988
18918.264771	-96.426804
18918.937683	-96.534309
18919.610596	-97.054260
18920.283508	-96.950920
18920.956421	-96.600708
18921.629333	-96.572899
18922.302246	-96.595627
18922.975159	-96.659409
18923.648071	-96.480698
18924.320984	-96.432259
18924.993896	-96.220306
18925.666809	-96.597229
18926.339722	-96.644928
18927.012634	-96.421089
18927.685547	-96.423737
18928.358459	-96.515305
18929.031372	-96.474640
18929.704285	-96.554840
18930.377197	-96.581902
18931.050110	-96.455444
18931.723022	-96.700020
18932.395935	-96.884392
18933.068848	-96.747551
18933.741760	-96.866127
18934.414673	-96.716530
18935.087585	-96.843437
18935.760498	-96.907234
18936.433411	-96.807503
18937.106323	-96.893692
18937.779236	-97.052399
18938.452148	-97.138542
18939.125061	-97.193352
18939.797974	-97.258583
18940.470886	-97.202629
18941.143799	-97.372047
18941.816711	-97.239883
18942.489624	-96.996437
18943.162537	-96.934570
18943.835449	-97.267738
18944.508362	-97.245735
18945.181274	-97.156624
18945.854187	-97.384781
18946.527100	-97.466606
18947.200012	-97.386696
18947.872925	-97.487099
18948.545837	-97.026665
18949.218750	-96.712967
18949.891663	-97.353416
18950.564575	-97.375862
18951.237488	-97.073120
18951.910400	-97.048447
18952.583313	-96.999870
18953.256226	-96.901955
18953.929138	-97.134193
18954.602051	-96.666862
18955.274963	-96.290810
18955.947876	-96.914551
18956.620789	-97.065636
18957.293701	-96.640610
18957.966614	-96.544685
18958.639526	-96.488525
18959.312439	-96.518982
18959.985352	-96.925056
18960.658264	-96.842377
18961.331177	-96.270515
18962.004089	-96.647163
18962.677002	-96.629738
18963.349915	-96.505913
18964.022827	-96.347176
18964.695740	-96.094963
18965.368652	-96.053902
18966.041565	-96.518219
18966.714478	-96.348602
18967.387390	-96.239220
18968.060303	-96.306175
18968.733215	-96.073967
18969.406128	-95.981712
18970.079041	-96.090645
18970.751953	-95.781548
18971.424866	-95.973122
18972.097778	-96.411819
18972.770691	-96.224365
18973.443604	-96.193420
18974.116516	-96.334030
18974.789429	-96.058014
18975.462341	-96.045319
18976.135254	-96.080872
18976.808167	-95.706322
18977.481079	-95.802200
18978.153992	-96.001251
18978.826904	-95.813896
18979.499817	-96.058044
18980.172729	-96.128166
18980.845642	-95.967422
18981.518555	-95.927078
18982.191467	-95.883324
18982.864380	-95.698494
18983.537292	-95.742813
18984.210205	-95.845451
18984.883118	-95.857529
18985.556030	-96.082382
18986.228943	-96.267769
18986.901855	-96.337143
18987.574768	-96.226746
18988.247681	-95.945274
18988.920593	-95.880333
18989.593506	-95.804764
18990.266418	-96.072533
18990.939331	-96.294060
18991.612244	-96.354607
18992.285156	-96.704582
18992.958069	-96.800636
18993.630981	-96.544823
18994.303894	-96.417473
18994.976807	-96.398453
18995.649719	-95.970398
18996.322632	-96.323502
18996.995544	-96.751068
18997.668457	-96.602814
18998.341370	-96.946358
18999.014282	-97.063850
18999.687195	-96.857384
19000.360107	-96.875359
19001.033020	-96.905281
19001.705933	-96.252541
19002.378845	-96.530998
19003.051758	-96.864784
19003.724670	-96.510674
19004.397583	-96.909592
19005.070496	-97.036095
19005.743408	-96.617973
19006.416321	-96.862053
19007.089233	-96.944725
19007.762146	-96.341507
19008.435059	-96.480232
19009.107971	-96.800545
19009.780884	-96.637291
19010.453796	-96.938461
19011.126709	-97.200661
19011.799622	-96.754013
19012.472534	-96.896164
19013.145447	-96.802094
19013.818359	-96.725410
19014.491272	-96.710640
19015.164185	-96.643517
19015.837097	-96.589447
19016.510010	-96.680717
19017.182922	-96.931122
19017.855835	-96.683403
19018.528748	-96.460251
19019.201660	-96.341614
19019.874573	-96.395523
19020.547485	-96.428329
19021.220398	-96.529068
19021.893311	-96.584473
19022.566223	-96.616524
19023.239136	-96.758232
19023.912048	-96.706734
19024.584961	-96.565491
19025.257874	-96.195152
19025.930786	-96.306602
19026.603699	-96.250961
19027.276611	-96.320969
19027.949524	-96.547089
19028.622437	-96.440674
19029.295349	-96.702591
19029.968262	-96.745361
19030.641174	-96.629890
19031.314087	-96.296707
19031.987000	-96.234978
19032.659912	-96.225357
19033.332825	-96.143097
19034.005737	-96.387840
19034.678650	-96.560089
19035.351563	-96.528214
19036.024475	-96.548531
19036.697388	-96.411018
19037.370300	-95.950539
19038.043213	-96.230675
19038.716125	-96.218040
19039.389038	-96.088486
19040.061951	-96.064262
19040.734863	-96.149536
19041.407776	-96.260788
19042.080688	-96.349518
19042.753601	-96.572128
19043.426514	-96.055496
19044.099426	-95.783417
19044.772339	-96.343590
19045.445251	-96.443184
19046.118164	-96.417709
19046.791077	-96.571548
19047.463989	-96.449669
19048.136902	-96.143250
19048.809814	-96.406868
19049.482727	-96.381721
19050.155640	-96.283875
19050.828552	-96.660149
19051.501465	-96.467567
19052.174377	-96.283798
19052.847290	-96.215897
19053.520203	-96.465279
19054.193115	-96.452736
19054.866028	-96.631035
19055.538940	-96.541534
19056.211853	-96.302826
19056.884766	-96.569252
19057.557678	-96.612267
19058.230591	-96.668755
19058.903503	-96.454544
19059.576416	-96.714294
19060.249329	-96.797417
19060.922241	-96.625984
19061.595154	-96.911919
19062.268066	-96.967415
19062.940979	-96.852776
19063.613892	-96.625885
19064.286804	-96.677452
19064.959717	-96.313881
19065.632629	-96.602409
19066.305542	-96.954926
19066.978455	-96.821259
19067.651367	-96.963608
19068.324280	-97.296898
19068.997192	-97.343346
19069.670105	-96.837906
19070.343018	-96.614265
19071.015930	-96.355324
19071.688843	-96.493752
19072.361755	-97.152832
19073.034668	-97.124954
19073.707581	-96.858833
19074.380493	-97.127655
19075.053406	-97.168907
19075.726318	-96.819061
19076.399231	-96.784767
19077.072144	-96.531715
19077.745056	-96.556343
19078.417969	-97.152878
19079.090881	-97.182426
19079.763794	-96.891197
19080.436707	-97.122589
19081.109619	-97.107124
19081.782532	-97.133797
19082.455444	-97.260811
19083.128357	-97.050667
19083.801270	-96.678703
19084.474182	-97.059151
19085.147095	-97.430832
19085.820007	-96.896721
19086.492920	-97.060768
19087.165833	-97.184891
19087.838745	-96.892838
19088.511658	-97.214638
19089.184570	-97.065323
19089.857483	-96.790047
19090.530396	-97.130943
19091.203308	-97.494873
19091.876221	-97.037254
19092.549133	-97.011261
19093.222046	-96.956726
19093.894958	-96.764168
19094.567871	-97.124344
19095.240784	-96.905174
19095.913696	-96.589226
19096.586609	-96.613686
19097.259521	-97.077744
19097.932434	-96.738876
19098.605347	-96.889229
19099.278259	-96.690865
19099.951172	-96.392113
19100.624084	-96.528419
19101.296997	-96.773407
19101.969910	-96.614700
19102.642822	-96.805779
19103.315735	-97.138069
19103.988647	-96.516243
19104.661560	-96.656250
19105.334473	-96.589355
19106.007385	-96.324890
19106.680298	-96.537346
19107.353210	-96.816360
19108.026123	-96.379807
19108.699036	-96.358841
19109.371948	-96.626190
19110.044861	-96.083313
19110.717773	-96.116837
19111.390686	-96.277031
19112.063599	-95.997688
19112.736511	-96.221359
19113.409424	-96.424469
19114.082336	-96.252144
19114.755249	-96.221992
19115.428162	-96.001297
19116.101074	-95.828888
19116.773987	-95.952438
19117.446899	-95.909172
19118.119812	-95.749054
19118.792725	-95.651588
19119.465637	-95.640999
19120.138550	-95.568977
19120.811462	-95.612267
19121.484375	-95.434532
19122.157288	-95.368057
19122.830200	-95.553787
19123.503113	-95.717316
19124.176025	-95.574051
19124.848938	-95.564766
19125.521851	-95.299400
19126.194763	-95.345253
19126.867676	-95.549538
19127.540588	-95.295753
19128.213501	-95.208931
19128.886414	-95.423950
19129.559326	-95.538567
19130.232239	-95.402664
19130.905151	-95.075333
19131.578064	-94.868729
19132.250977	-95.026100
19132.923889	-95.091827
19133.596802	-95.141830
19134.269714	-95.089172
19134.942627	-95.174095
19135.615540	-95.086571
19136.288452	-95.187202
19136.961365	-94.924805
19137.634277	-94.679359
19138.307190	-94.647354
19138.980103	-94.684502
19139.653015	-94.807549
19140.325928	-94.783752
19140.998840	-94.662544
19141.671753	-94.543861
19142.344666	-94.682159
19143.017578	-94.263351
19143.690491	-94.389778
19144.363403	-94.451126
19145.036316	-94.242767
19145.709229	-94.385201
19146.382141	-94.555824
19147.055054	-94.764687
19147.727966	-94.729401
19148.400879	-94.708130
19149.073792	-94.338890
19149.746704	-94.285332
19150.419617	-94.392525
19151.092529	-94.341507
19151.765442	-94.462326
19152.438354	-94.422440
19153.111267	-94.440018
19153.784180	-94.620720
19154.457092	-94.561005
19155.130005	-94.246887
19155.802917	-94.213387
19156.475830	-94.283218
19157.148743	-94.154434
19157.821655	-94.352310
19158.494568	-94.486504
19159.167480	-94.557480
19159.840393	-94.794205
19160.513306	-94.626549
19161.186218	-94.435928
19161.859131	-94.538704
19162.532043	-94.499847
19163.204956	-94.470520
19163.877869	-94.714760
19164.550781	-94.716179
19165.223694	-94.709686
19165.896606	-94.986061
19166.569519	-94.924881
19167.242432	-94.844788
19167.915344	-94.852753
19168.588257	-94.821953
19169.261169	-94.852119
19169.934082	-95.034882
19170.606995	-95.138008
19171.279907	-95.157867
19171.952820	-95.444717
19172.625732	-95.452812
19173.298645	-95.347977
19173.971558	-95.183968
19174.644470	-95.028801
19175.317383	-94.902023
19175.990295	-95.098434
19176.663208	-95.198761
19177.336121	-95.380188
19178.009033	-95.527725
19178.681946	-95.448105
19179.354858	-95.353745
19180.027771	-95.236343
19180.700684	-95.288338
19181.373596	-95.214813
19182.046509	-95.512566
19182.719421	-95.827904
19183.392334	-95.651543
19184.065247	-95.589851
19184.738159	-95.580643
19185.411072	-95.323753
19186.083984	-95.449516
19186.756897	-95.337105
19187.429810	-94.978195
19188.102722	-95.277992
19188.775635	-95.295235
19189.448547	-95.111839
19190.121460	-95.208588
19190.794373	-95.176758
19191.467285	-95.126549
19192.140198	-95.207069
19192.813110	-95.260536
19193.486023	-94.951294
19194.158936	-94.967499
19194.831848	-95.237900
19195.504761	-94.961983
19196.177673	-95.119339
19196.850586	-95.154991
19197.523499	-95.087990
19198.196411	-95.124062
19198.869324	-95.140907
19199.542236	-94.909737
19200.215149	-94.988594
19200.888062	-95.279594
19201.560974	-95.350136
19202.233887	-95.459244
19202.906799	-95.510590
19203.579712	-95.516739
19204.252625	-95.268593
19204.925537	-95.439667
19205.598450	-95.304291
19206.271362	-95.234001
19206.944275	-95.719566
19207.617188	-95.546654
19208.290100	-95.624718
19208.963013	-95.804512
19209.635925	-95.702980
19210.308838	-95.697495
19210.981750	-95.755035
19211.654663	-95.703094
19212.327576	-95.589752
19213.000488	-96.079483
19213.673401	-96.064110
19214.346313	-95.932808
19215.019226	-96.130791
19215.692139	-95.985390
19216.365051	-95.953033
19217.037964	-96.141373
19217.710876	-96.035103
19218.383789	-95.712219
19219.056702	-96.152908
19219.729614	-96.469582
19220.402527	-96.167427
19221.075439	-96.334755
19221.748352	-96.146507
19222.421265	-96.018456
19223.094177	-95.999840
19223.767090	-96.263832
19224.440002	-96.071922
19225.112915	-96.270401
19225.785828	-96.657082
19226.458740	-96.107941
19227.131653	-96.237709
19227.804565	-96.220688
19228.477478	-95.832108
19229.150391	-95.827293
19229.823303	-96.184685
19230.496216	-96.102036
19231.169128	-96.006355
19231.842041	-96.226135
19232.514954	-95.772453
19233.187866	-95.553261
19233.860779	-95.587112
19234.533691	-95.426712
19235.206604	-95.445183
19235.879517	-95.575493
19236.552429	-95.427551
19237.225342	-95.442993
19237.898254	-95.569885
19238.571167	-95.346245
19239.244080	-95.192070
19239.916992	-95.317490
19240.589905	-95.091492
19241.262817	-94.843300
19241.935730	-94.856087
19242.608643	-94.976807
19243.281555	-94.957909
19243.954468	-95.290863
19244.627380	-95.121887
19245.300293	-94.834312
19245.973206	-94.784790
19246.646118	-94.725273
19247.319031	-94.767349
19247.991943	-94.817764
19248.664856	-94.695930
19249.337769	-94.768204
19250.010681	-94.984596
19250.683594	-94.977768
19251.356506	-94.973709
19252.029419	-94.905678
19252.702332	-94.942093
19253.375244	-94.804253
19254.048157	-94.714584
19254.721069	-94.605843
19255.393982	-94.735550
19256.066895	-95.194733
19256.739807	-95.015137
19257.412720	-95.167175
19258.085632	-94.985039
19258.758545	-94.806137
19259.431458	-94.796089
19260.104370	-94.899384
19260.777283	-94.875809
19261.450195	-95.131752
19262.123108	-95.342567
19262.796021	-95.104439
19263.468933	-95.208443
19264.141846	-95.195335
19264.814758	-95.008148
19265.487671	-95.202957
19266.160583	-95.153320
19266.833496	-95.061981
19267.506409	-95.269768
19268.179321	-95.547829
19268.852234	-95.489403
19269.525146	-95.478302
19270.198059	-95.528130
19270.870972	-95.432678
19271.543884	-95.677055
19272.216797	-95.520058
19272.889709	-95.413612
19273.562622	-95.707153
19274.235535	-95.988205
19274.908447	-96.001801
19275.581360	-95.984146
19276.254272	-95.889847
19276.927185	-95.698227
19277.600098	-95.956207
19278.273010	-95.826828
19278.945923	-95.690865
19279.618835	-95.784470
19280.291748	-95.949615
19280.964661	-96.510010
19281.637573	-96.543564
19282.310486	-96.321037
19282.983398	-96.236763
19283.656311	-96.407433
19284.329224	-96.221535
19285.002136	-95.920067
19285.675049	-96.290855
19286.347961	-96.307228
19287.020874	-96.636131
19287.693787	-96.873199
19288.366699	-96.535210
19289.039612	-96.587708
19289.712524	-96.856773
19290.385437	-96.398445
19291.058350	-96.173851
19291.731262	-96.739014
19292.404175	-96.590706
19293.077087	-96.879700
19293.750000	-97.322655
19294.422913	-96.641434
19295.095825	-96.428116
19295.768738	-96.976013
19296.441650	-96.890472
19297.114563	-96.455711
19297.787476	-97.276810
19298.460388	-97.067085
19299.133301	-97.040794
19299.806213	-97.566605
19300.479126	-96.685966
19301.152039	-96.446617
19301.824951	-97.139641
19302.497864	-96.912773
19303.170776	-96.314606
19303.843689	-97.220230
19304.516602	-96.865295
19305.189514	-96.704529
19305.862427	-97.533783
19306.535339	-96.863274
19307.208252	-96.560310
19307.881165	-97.169243
