16.294603175,219.257,219.257
16.300408163,220.091,220.091
16.306213152,221.548,221.548
16.312018141,222.833,222.833
16.317823129,223.516,223.516
16.323628118,222.786,222.786
16.329433107,222.142,222.142
16.335238095,221.445,221.445
16.341043084,219.934,219.934
16.346848073,218.188,218.188
16.352653061,221.643,221.643
16.358458050,219.371,219.371
16.364263039,217.961,217.961
16.370068027,217.092,217.092
16.375873016,218.085,218.085
16.381678005,219.309,219.309
16.387482993,221.703,221.703
16.393287982,220.598,220.598
16.399092971,218.968,218.968
16.404897959,218.557,218.557
16.410702948,218.115,218.115
16.416507937,217.554,217.554
16.422312925,217.467,217.467
16.428117914,217.421,217.421
16.433922902,217.267,217.267
16.439727891,216.851,216.851
16.445532880,216.924,216.924
16.451337868,217.481,217.481
16.457142857,218.095,218.095
16.462947846,218.19,218.19
16.468752834,217.645,217.645
16.474557823,217.459,217.459
16.480362812,217.618,217.618
16.486167800,218.176,218.176
16.491972789,218.658,218.658
16.497777778,218.852,218.852
16.503582766,218.582,218.582
16.509387755,218.589,218.589
16.515192744,218.849,218.849
16.520997732,219.077,219.077
16.526802721,219.37,219.37
16.532607710,219.709,219.709
16.538412698,220.106,220.106
16.544217687,220.169,220.169
16.550022676,218.918,218.918
16.555827664,217.241,217.241
16.561632653,218.185,218.185
16.567437642,218.304,218.304
16.573242630,217.846,217.846
16.579047619,217.757,217.757
16.584852608,218.169,218.169
16.590657596,218.226,218.226
16.596462585,218.218,218.218
16.602267574,218.866,218.866
16.608072562,218.82,218.82
16.613877551,219.109,219.109
16.619682540,220.44,220.44
16.625487528,220.448,220.448
16.631292517,219.57,219.57
16.637097506,219.01,219.01
16.642902494,218.722,218.722
16.648707483,219.169,219.169
16.654512472,220.233,220.233
16.660317460,221.932,221.932
16.666122449,220.384,220.384
16.671927438,218.794,218.794
16.677732426,218.62,218.62
16.683537415,218.606,218.606
16.689342404,218.865,218.865
16.695147392,219.945,219.945
16.700952381,219.043,219.043
16.706757370,218.05,218.05
16.712562358,217.515,217.515
16.718367347,217.568,217.568
16.724172336,217.933,217.933
16.729977324,219.643,219.643
16.735782313,219.404,219.404
16.741587302,219.144,219.144
16.747392290,219.17,219.17
16.753197279,219.311,219.311
16.759002268,219.897,219.897
16.764807256,219.768,219.768
16.770612245,219.455,219.455
16.776417234,219.115,219.115
16.782222222,218.733,218.733
16.788027211,219.146,219.146
16.793832200,218.926,218.926
16.799637188,218.93,218.93
16.805442177,218.682,218.682
16.811247166,218.365,218.365
16.817052154,217.76,217.76
16.822857143,219.074,219.074
16.828662132,218.187,218.187
16.834467120,218.511,218.511
16.840272109,218.894,218.894
16.846077098,220.692,220.692
16.851882086,218.891,218.891
16.857687075,218.252,218.252
16.863492063,217.946,217.946
16.869297052,217.973,217.973
16.875102041,218.422,218.422
16.880907029,218.912,218.912
16.886712018,219.158,219.158
16.892517007,219.549,219.549
16.898321995,219.83,219.83
16.904126984,219.991,219.991
16.909931973,220.288,220.288
16.915736961,220.447,220.447
16.921541950,220.019,220.019
16.927346939,219.941,219.941
16.933151927,220.359,220.359
16.938956916,220.523,220.523
16.944761905,220.755,220.755
16.950566893,221.202,221.202
16.956371882,221.604,221.604
16.962176871,221.994,221.994
16.967981859,220.947,220.947
16.973786848,220.718,220.718
16.979591837,220.57,220.57
16.985396825,220.503,220.503
16.991201814,220.445,220.445
16.997006803,220.2,220.2
17.002811791,220.065,220.065
17.008616780,220.225,220.225
17.014421769,220.369,220.369
17.020226757,220.153,220.153
17.026031746,219.708,219.708
17.031836735,219.593,219.593
17.037641723,219.672,219.672
17.043446712,219.704,219.704
17.049251701,219.567,219.567
17.055056689,219.198,219.198
17.060861678,218.859,218.859
17.066666667,218.772,218.772
17.072471655,218.707,218.707
17.078276644,218.777,218.777
17.084081633,218.826,218.826
17.089886621,218.718,218.718
17.095691610,218.854,218.854
17.101496599,218.819,218.819
17.107301587,218.574,218.574
17.113106576,218.656,218.656
17.118911565,218.504,218.504
17.124716553,218.438,218.438
17.130521542,218.583,218.583
17.136326531,218.937,218.937
17.142131519,220.52,220.52
17.147936508,218.778,218.778
17.153741497,218.479,218.479
17.159546485,218.395,218.395
17.165351474,218.159,218.159
17.171156463,218.296,218.296
17.176961451,218.967,218.967
17.182766440,220.209,220.209
17.188571429,219.394,219.394
17.194376417,218.428,218.428
17.200181406,217.873,217.873
17.205986395,217.767,217.767
17.211791383,218.812,218.812
17.217596372,220.523,220.523
17.223401361,221.497,221.497
17.229206349,220.824,220.824
17.235011338,221.009,221.009
17.240816327,221.432,221.432
17.246621315,221.849,221.849
17.252426304,222.417,222.417
17.258231293,224.01,224.01
17.264036281,223.506,223.506
17.269841270,223.931,223.931
17.275646259,223.375,223.375
17.281451247,223.607,223.607
17.287256236,223.82,223.82
17.293061224,223.508,223.508
17.298866213,223.61,223.61
17.304671202,223.843,223.843
17.310476190,223.963,223.963
17.316281179,223.179,223.179
17.322086168,222.847,222.847
17.327891156,222.986,222.986
17.333696145,222.929,222.929
17.339501134,222.347,222.347
17.345306122,222.054,222.054
17.351111111,221.577,221.577
17.356916100,220.957,220.957
17.362721088,220.052,220.052
17.368526077,219.347,219.347
17.374331066,218.866,218.866
17.380136054,218.632,218.632
17.385941043,218.213,218.213
17.391746032,217.827,217.827
17.397551020,217.897,217.897
17.403356009,217.646,217.646
17.409160998,217.626,217.626
17.414965986,217.664,217.664
17.420770975,217.508,217.508
17.426575964,217.952,217.952
17.432380952,217.965,217.965
17.438185941,217.471,217.471
17.443990930,217.607,217.607
17.449795918,217.805,217.805
17.455600907,218.321,218.321
17.461405896,218.755,218.755
17.467210884,218.999,218.999
17.473015873,219.576,219.576
17.478820862,219.81,219.81
17.484625850,219.649,219.649
17.490430839,220.013,220.013
17.496235828,220.894,220.894
17.502040816,221.542,221.542
17.507845805,222.369,222.369
17.513650794,222.66,222.66
17.519455782,222.862,222.862
17.525260771,223.186,223.186
17.531065760,223.493,223.493
17.536870748,224.042,224.042
17.542675737,224.389,224.389
17.548480726,223.627,223.627
17.554285714,223.669,223.669
17.560090703,223.633,223.633
17.565895692,224.039,224.039
17.571700680,223.884,223.884
17.577505669,224.078,224.078
17.583310658,223.499,223.499
17.589115646,223.25,223.25
17.594920635,223.296,223.296
17.600725624,222.835,222.835
17.606530612,222.37,222.37
17.612335601,221.669,221.669
17.618140590,220.972,220.972
17.623945578,221.104,221.104
17.629750567,221.524,221.524
17.635555556,220.096,220.096
17.641360544,219.23,219.23
17.647165533,217.948,217.948
17.652970522,219.089,219.089
17.658775510,220.668,220.668
17.664580499,221.304,221.304
17.670385488,220.86,220.86
17.676190476,220.322,220.322
17.681995465,220.005,220.005
17.687800454,220.651,220.651
17.693605442,221.793,221.793
17.699410431,222.838,222.838
17.705215420,223.47,223.47
17.711020408,223.647,223.647
17.716825397,223.868,223.868
17.722630385,223.876,223.876
17.728435374,223.754,223.754
17.734240363,224.02,224.02
17.740045351,224.531,224.531
17.745850340,225.529,225.529
17.751655329,225.03,225.03
17.757460317,224.577,224.577
17.763265306,224.288,224.288
17.769070295,224.532,224.532
17.774875283,224.968,224.968
17.780680272,225.189,225.189
17.786485261,225.227,225.227
17.792290249,225.137,225.137
17.798095238,224.794,224.794
17.803900227,224.247,224.247
17.809705215,223.699,223.699
17.815510204,223.528,223.528
17.821315193,223.472,223.472
17.827120181,222.234,222.234
17.832925170,221.343,221.343
17.838730159,221.112,221.112
17.844535147,222.311,222.311
17.850340136,222.166,222.166
17.856145125,220.685,220.685
17.861950113,219.847,219.847
17.867755102,220.057,220.057
17.873560091,221.198,221.198
17.879365079,220.897,220.897
17.885170068,220.587,220.587
17.890975057,220.758,220.758
17.896780045,221.742,221.742
17.902585034,222.321,222.321
17.908390023,222.43,222.43
17.914195011,222.133,222.133
17.920000000,222.317,222.317
17.925804989,222.327,222.327
17.931609977,222.408,222.408
17.937414966,222.936,222.936
17.943219955,223.409,223.409
17.949024943,223.995,223.995
17.954829932,223.27,223.27
17.960634921,223.165,223.165
17.966439909,223.497,223.497
17.972244898,223.183,223.183
17.978049887,223.056,223.056
17.983854875,223.281,223.281
17.989659864,224.155,224.155
17.995464853,224.014,224.014
18.001269841,223.583,223.583
18.007074830,223.166,223.166
18.012879819,222.96,222.96
18.018684807,223.123,223.123
18.024489796,223.437,223.437
18.030294785,223.637,223.637
18.036099773,223.36,223.36
18.041904762,223.514,223.514
18.047709751,222.624,222.624
18.053514739,221.629,221.629
18.059319728,221.398,221.398
18.065124717,221.726,221.726
18.070929705,222.338,222.338
18.076734694,222.615,222.615
18.082539683,222.312,222.312
18.088344671,222.15,222.15
18.094149660,222.591,222.591
18.099954649,223.186,223.186
18.105759637,222.377,222.377
18.111564626,221.414,221.414
18.117369615,221.17,221.17
18.123174603,221.829,221.829
18.128979592,220.893,220.893
18.134784580,221.581,221.581
18.140589569,222.816,222.816
18.146394558,223.356,223.356
18.152199546,222.546,222.546
18.158004535,222.151,222.151
18.163809524,222.709,222.709
18.169614512,223.299,223.299
18.175419501,223.447,223.447
18.181224490,223.584,223.584
18.187029478,223.714,223.714
18.192834467,224.071,224.071
18.198639456,224.033,224.033
18.204444444,224.128,224.128
18.210249433,223.988,223.988
18.216054422,223.798,223.798
18.221859410,223.723,223.723
18.227664399,224.028,224.028
18.233469388,224.046,224.046
18.239274376,223.569,223.569
18.245079365,223.592,223.592
18.250884354,223.5,223.5
18.256689342,222.196,222.196
18.262494331,221.663,221.663
18.268299320,221.891,221.891
18.274104308,222.461,222.461
18.279909297,222.77,222.77
18.285714286,221.618,221.618
18.291519274,220.813,220.813
18.297324263,220.509,220.509
18.303129252,221.318,221.318
18.308934240,221.862,221.862
18.314739229,221.609,221.609
18.320544218,222.585,222.585
18.326349206,222.84,222.84
18.332154195,222.765,222.765
18.337959184,221.767,221.767
18.343764172,221.327,221.327
18.349569161,221.435,221.435
18.355374150,220.939,220.939
18.361179138,221.383,221.383
18.366984127,222.005,222.005
18.372789116,222.801,222.801
18.378594104,223.378,223.378
18.384399093,224.039,224.039
18.390204082,223.243,223.243
18.396009070,223.473,223.473
18.401814059,223.484,223.484
18.407619048,223.599,223.599
18.413424036,223.743,223.743
18.419229025,223.925,223.925
18.425034014,223.793,223.793
18.430839002,223.511,223.511
18.436643991,223.647,223.647
18.442448980,223.74,223.74
18.448253968,223.638,223.638
18.454058957,223.407,223.407
18.459863946,223.23,223.23
18.465668934,223.022,223.022
18.471473923,222.388,222.388
18.477278912,221.863,221.863
18.483083900,221.92,221.92
18.488888889,222.124,222.124
18.494693878,222.835,222.835
18.500498866,222.94,222.94
18.506303855,221.174,221.174
18.512108844,220.98,220.98
18.517913832,221.264,221.264
18.523718821,221.345,221.345
18.529523810,221.031,221.031
